Province Code|Province Name|Regency/Municipality Code|Regency/Municipality Name|District Code|District Name|Village Code|Village Name|Population
||||170|SEMITAU|001|NANGA SEBERUANG|1136
||||||002|KENERAK|472
||||||003|SEMITAU HULU|2450
||||||004|KENEPAI KOMPLEK|715
||||||005|ENTIPAN|760
||||||006|SEMITAU HILIR|1264
||||||007|NANGA KENEPAI|405
||||||008|TUA' ABANG|790
||||180|EMPANANG|001|KELING PANGGAU|347
||||||002|BAJAU ANDAI|253
||||||003|TINTIN PENINJAU|369
||||||004|NANGA KANTUK|878
||||||005|KUMANG JAYA|407
||||||006|LAJA SANDANG|604
||||190|PURING KENCANA|002|SUNGAI ANTU|689
||||||003|MERAKAI PANJANG|427
||||||004|KANTUK ASAM|361
||||||005|KANTUK BUNUT|309
||||||006|SUNGAI MAWANG|428
||||200|BADAU|001|PULAU MAJANG|715
||||||002|KEKURAK|344
||||||003|SEMUNTIK|214
||||||004|JANTING|303
||||||005|SERIANG|236
||||||006|BADAU|2218
||||||007|SEBINDANG|350
||||||008|TINTING SELIGI|327
||||||009|TAJUM|496
||||210|BATANG LUPAR|001|SETULANG|242
||||||002|SEPANDAN|1100
||||||003|MELEMBA|297
||||||004|SUNGAI AJUNG|284
||||||005|SUNGAI ABAU|294
||||||006|LABIAN|518
||||||007|MENSIAU|536
||||||008|SUNGAI SENUNUK|359
||||||009|LANJAK DERAS|922
||||220|EMBALOH HULU|001|PULAU MANAK|558
||||||002|BENUA MARTINUS|544
||||||003|BENUA UJUNG|658
||||||004|SAUJUNG GILING MANIK|355
||||||005|ULAK PAUK|559
||||||006|RANTAU PRAPAT|316
||||||007|LANGAN BARU|439
||||||008|MENUA SADAP|386
||||||009|BATU LINTANG|431
||||||010|TAMAO|429
||||230|PUTUSSIBAU UTARA|001|HILIR KANTOR|2876
||||||002|PUTUSSIBAU KOTA|9191
||||||003|PALA PULAU|1679
||||||005|SIBAU HILIR|1562
||||||006|PADUA MENDALAM|655
||||||007|DATAH DIAN|856
||||||008|SIBAU HULU|1293
||||||009|NANGA SAMBUS|723
||||||010|ARIUNG MANDALAM|375
||||||011|TANJUNG KARANG|495
||||||012|NANGA AWIN|1624
||||||013|TANJUNG BERUANG|525
||||||014|BANUA TENGAH|891
||||||015|NANGA NYABAU|992
||09|SEKADAU|010|NANGA MAHAP|001|LANDAU APIN|1889
||||||002|TELUK KEBAU|1829
||||||003|LEMBAH BERINGIN|2947
||||||004|KARANG BETUNG|3610
||||||005|SEBABAS|1726
||||||006|NANGA SURI|1629
||||||007|NANGA MAHAP|2874
||||||008|BATU PAHAT|1548
||||||009|LANDAU KUMPAI|1081
||||||010|TEMBAGA|2739
||||||011|CENAYAN|2808
||||020|NANGA TAMAN|001|NANGA ENGKULUN|2375
||||||002|NANGA KOMAN|1060
||||||003|NANGA MONGKO|1618
||||||004|LUBUK TAJAU|1644
||||||005|PANTOK|2072
||||||006|MERAGUN|2767
||||||007|RIRANG JATI|1728
||||||008|NANGA TAMAN|3142
||||||009|SENANGAK|2483
||||||010|SUNGAI LAWAK|1471
||||||011|NANGA KIUNGKANG|1944
||||||012|TAPANG TINGANG|2914
||||030|SEKADAU HULU|001|SEKONAU|1345
||||||002|CUPANG GADING|1832
||||||003|NANGA BIABAN|2001
||||||004|MONDI|1316
||||||005|TAPANG PERODAH|1646
||||||006|SUNGAI SAMBANG|1923
||||||007|RAWAK HILIR|1732
||||||008|RAWAK HULU|3013
||||||009|TINTING BOYOK|1529
||||||010|PERONGKAN|1691
||||||011|NANGA MANTERAP|2285
||||||012|BOTI|1553
||||||013|SETAWAR|1121
||||||014|NANGA PEMUBUH|1981
||||040|SEKADAU HILIR|001|PENITI|4207
||||||002|SUNGAI RINGIN|11844
||||||003|MUNGGUK|7643
||||||004|GONIS TEKAM|5519
||||||005|ENGKERSIK|4127
||||||006|TAPANG SEMADAK|2571
||||||007|SERARAS|1793
||||||008|MERAPI|2227
||||||009|TANJUNG|1762
||||||010|SEBERANG KAPUAS|3303
||||||011|SUNGAI KUNYIT|1628
||||||012|SEMABI|1361
||||||013|LANDAU KODAH|3571
||||||014|TIMPUK|4341
||||050|BELITANG HILIR|001|SUNGAI AYAK I|2697
||||||002|SUNGAI AYAK III|5171
||||||003|ENTABUK|2433
||||||004|TAPANG PULAU|2941
||||||005|MERBANG|2287
||||||006|KUMPANG BIS|1851
||||||007|MENAWAI TEKAM|1584
||||||008|SEMADU|1723
||||060|BELITANG|001|BELITANG SATU|1554
||||||002|BELITANG DUA|2337
||||||003|PADAK|3928
||||||004|SETUNTUNG|1979
||||||005|NANGA ANSAR|1733
||||070|BELITANG HULU|001|KUMPANG ILONG|1991
||||||002|IJOK|1390
||||||003|BALAI SEPUAK|2122
||||||004|TABUK HULU|1570
||||||005|BATUK MULAU|1269
||||||006|SEI TAPAH|2116
||||||007|SEBURUK SATU|1603
||||||008|SEBETUNG|1901
||||||009|PAKET MULAU|870
||||||010|MENGARET|1238
||||||011|TERDUK DAMPAK|1314
||||||012|SEI ANTU HULU|1269
||10|MELAWI|010|SOKAN|001|NANGA ORA|860
||||||002|NANGA LIBAS|930
||||||003|GELATA|915
||||||004|NANGA BETANGAI|584
||||||005|KELUING TAJA|830
||||||006|SIJAU|808
||||||007|TANJUNG SOKAN|1379
||||||008|NANGA SOKAN|1129
||||||009|PENYENGKUANG|649
||||||010|NANGA TANGKIT|544
||||||011|LANDAU KABU|699
||||||012|MELANA|930
||||||013|TANJUNG MAHUNG|680
||||||014|TELAGA RAYA|572
||||||015|TELUK PONGKAL|1219
||||||016|MUARA TANJUNG|730
||||||017|NANGA POTAI|361
||||||018|SEPAKAT|954
||||020|TANAH PINOH|003|MADONG RAYA|1116
||||||004|LOKA JAYA|2302
||||||005|BATU BEGIGI|2151
||||||006|BINA KARYA|1170
||||||007|BINA JAYA|1423
||||||008|SUKA MAJU|2440
||||||012|BATA LUAR|533
||||||013|KERANJIK|722
||||||014|PELITA KENAYA|570
||||||015|MARIS PERMAI|449
||||||016|TANJUNG BERINGIN RAYA|571
||||||017|TANJUNG GUNUNG|731
||||021|TANAH PINOH BARAT|001|TOGAN BARU|1091
||||||002|GANJANG|1204
||||||003|DURIAN JAYA|1285
||||||004|PELITA JAYA|1331
||||||005|BUKIT RAYA|1313
||||||006|ULAK MUID|1435
||||||007|LINTAH TAUM|853
||||||008|LAJA|940
||||||009|HARAPAN JAYA|1075
||||||010|KELUAS HULU|906
||||030|SAYAN|001|MADYA RAYA|930
||||||002|LANDAU SADAK|373
||||||003|PEKAWAI|987
||||||004|MEKAR PELITA|1001
||||||005|NANGA SAYAN|927
||||||006|KERANGAN PURUN|947
||||||007|BORA|1421
||||||008|NANGA KOMPI|1335
||||||009|NANGA MANCUR|718
||||||010|TUMBAK RAYA|439
||||||011|NANGA RAKU|935
||||||012|META BERSATU|946
||||||013|NANGA KASAI|714
||||||014|SILING PERMAI|818
||||||015|LINGKAR INDAH|719
||||||016|SAYAN JAYA|914
||||||017|NANGA PAK|752
||||||018|BEROBAI PERMAI|763
||||040|BELIMBING|001|BALAI AGAS|1479
||||||003|LANGAN|1542
||||||006|NUSA KENYIKAP|1190
||||||009|UPIT|786
||||||010|BATU AMPAR|1756
||||||011|PEMUAR|1246
||||||012|BATU BUIL|2417
||||||014|GUHUNG|851
||||||015|BELONSAT|1199
||||||016|BATU NANTA|1466
||||||017|LAMAN BUKIT|831
||||||018|NANGA PAU|739
||||||019|NANGA ENTEBAH|442
||||||020|TEKABAN|1815
||||||021|LABANG|1147
||||||022|NANGA MENUNUK|608
||||||023|SEPAN TONAK|677
||||041|BELIMBING HULU|001|NANGA RAYA|1251
||||||002|KAYU BUNGA|885
||||||003|NANGA KEBERAK|1197
||||||004|PIAWAS|1340
||||||005|JUNJUNG PERMAI|380
||||||006|NANGA TIKAN|941
||||||007|TIONG KERANJIK|1038
||||||008|BELOYANG|1655
||||050|NANGA PINOH|008|NANGA KEBEBU|895
||||||010|PORING|800
||||||011|TANJUNG SARI|2108
||||||012|TEMBAWANG PANJANG|1138
||||||013|PAAL|8975
||||||014|TANJUNG NIAGA|6542
||||||015|SIDO MULYO|3600
||||||016|B A R U|2326
||||||021|NANGA KAYAN|2426
||||||023|NUSA PANDAU|645
||||||024|TEBING KARANGAN|769
||||||025|KELAKIK|1360
||||||026|SEMADIN LENGKONG|1295
||||||027|TANJUNG LAY|1385
||||||028|LABAI MANDIRI|718
||||||029|KENUAL|3307
||||||030|TANJUNG TENGANG|1315
||||051|PINOH SELATAN|001|NANGA PINTAS|1273
||||||002|MANDAU BARU|862
||||||003|NANGA KELAWAI|485
||||||004|SENEMPAK|1331
||||||005|LANDAU GARONG|454
||||||006|SUNGAI BAKAH|527
||||||007|NYANGGAI|554
||||||008|BAYUR RAYA|459
||||||009|BINA JAYA|421
||||||010|PELINGGANG|555
||||||011|MANGGALA|2445
||||||012|LANDAU TUBUN|608
||||052|PINOH UTARA|001|SUNGAI PINANG|1012
||||||002|ENGKURAI|528
||||||003|MERPAK|574
||||||004|NANGA MAN|1105
||||||005|MERAH ARAI|306
||||||006|TANJUNG ARAK|610
||||||007|TANJUNG PAOH|621
||||||008|TEKELAK|513
||||||009|MELAWI KIRI HILIR|517
||||||010|KOMPAS RAYA|775
||||||011|MANDING|552
||||||012|NATAI PANJANG|508
||||||013|SUNGAI RAYA|483
||||||014|NANGA BELIMBING|794
||||||015|SUKA DAMAI|666
||||||016|TENGKAJAU|575
||||||017|SENIBUNG|495
||||||018|MELAMUT BERSATU|356
||||||019|KAYAN SEMAPAU|511
||||060|ELLA HILIR|001|PENYUGUK|565
||||||002|KERANGAN KORA|727
||||||003|NANGA KEMPANGAI|430
||||||004|NANGA NYURUH|637
||||||005|NANGA KALAN|666
||||||006|NANGA ELLA HILIR|1850
||||||007|NANGA NUAK|945
||||||008|LENGKONG NYADOM|1094
||||||009|JABAI|320
||||||010|SUNGAI LABUK|614
||||||011|PEREMBANG NYURUH|588
||||||012|KAHIYA|972
||||||013|BEMBAN PERMAI|697
||||||014|PELEMPAI JAYA|1280
||||||015|POPAI|945
||||||016|DOMET PERMAI|1161
||||||017|NYANGGAU|499
||||||018|SUNGAI MENTOBA|868
||||||019|NATAI COMPA|422
||||070|MENUKUNG|001|NANGA SIYAI|825
||||||002|LAMAN MUMBUNG|935
||||||003|MAWANG MENTATAI|748
||||||004|MELONA|789
||||||005|MENUKUNG KOTA|1278
||||||006|NANGA ELLA HULU|1453
||||||007|TANJUNG BERINGIN|1151
||||||008|LANDAU LEBAN|1151
||||||009|SUNGAI SAMPUK|1071
||||||010|BELABAN ELLA|1524
||||||011|SUNGAI SAMPAK|394
||||||012|NUSA PORING|1076
||||||013|BATU ONAP|499
||||||014|BATU BADAK|982
||||||015|LIHAI|644
||||||016|NANGA KERUAB|636
||||||017|PELAIK KERUAB|938
||||||018|OYAH|491
||||||019|BATAS NANGKA|800
||11|KAYONG UTARA|010|PULAU MAYA KARIMATA|001|PADANG|1208
||||||002|DUSUN BESAR|3541
||||||003|TANJUNG SATAI|2210
||||||004|DUSUN KECIL|2362
||||||005|KEMBOJA|2685
||||||006|SATAI LESTARI|2771
||||||007|PELAPIS|966
||||||008|BETOK JAYA|876
||||020|SUKADANA|001|SIMPANG TIGA|1680
||||||002|SEJAHTERA|1805
||||||003|PANGKALAN BUTON|3195
||||||004|SUTRA|4597
||||||005|BENAWAI AGUNG|2024
||||||006|HARAPAN MULIA|2420
||||||007|SEDAHAN JAYA|1994
||||||008|GUNUNG SEMBILAN|939
||||||009|PAMPANG HARAPAN|1103
||||||010|RIAM BERASAPJAYA|1650
||||030|SIMPANG HILIR|001|PADU BANJAR|3147
||||||002|PULAU KUMBANG|2199
||||||003|PEMANGKAT|1538
||||||004|NIPAH KUNING|2442
||||||005|RANTAU PANJANG|3789
||||||006|PENJALAAN|2416
||||||007|TELUK MELANAU|2717
||||||008|SUNGAI MATA-MATA|2994
||||||009|BATU BARAT|1832
||||||010|MATAN JAYA|2383
||||||011|LUBUK BATU|857
||||||012|MEDAN JAYA|1935
||||040|TELUK BATANG|001|SUNGAI PADUAN|3177
||||||002|ALUR BANDUNG|2178
||||||003|TELUK BATANG|3683
||||||004|MAS BANGUN|3252
||||||005|BANYU ABANG|2445
||||||006|TELUK BATANG UTARA|2097
||||||007|TELUK BATANG SELATAN|2315
||||050|SEPONTI|001|PODO RUKUN|1518
||||||002|WONOREJO|1464
||||||003|SEPONTI JAYA|2099
||||||004|TELAGA ARUM|1848
||||||005|SUNGAI SEPETI|1800
||||||006|DURIAN SEBATANG|1443
||12|KUBU RAYA|010|BATU AMPAR|001|TANJUNG HARAPAN|1386
||||||002|AMBARAWA|1180
||||||003|SUNGAI JAWI|1094
||||||004|SUNGAI BESAR|949
||||||005|TASIK MALAYA|1223
||||||006|PADANG TIKAR I|3935
||||||007|PADANG TIKAR II|4154
||||||008|NIPAH PANJANG|3629
||||||009|TELUK NIBUNG|3647
||||||010|BATU AMPAR|7543
||||||011|UPT SEI KERAWANG|1371
||||||012|SUMBER AGUNG|903
||||||013|MUARA TIGA|1436
||||||014|TANJUNG BERINGIN|663
||||020|TERENTANG|001|SUNGAI DUNGUN|696
||||||002|TERENTANG HULU I|755
||||||003|TELUK BAYUR|1338
||||||004|TELUK EMPENING|1080
||||||005|TERENTANG HILIR|395
||||||006|SUNGAI RADAK I|1527
||||||007|SUNGAI RADAK|2949
||||||008|PERMATA|845
||||||009|BETUAH|592
||||030|KUBU|001|DABUNG|2270
||||||002|KUBU|5113
||||||003|SUNGAI TERUS|942
||||||004|TELUK NANGKA|2911
||||||005|JANGKANG I|1138
||||||006|JANGKANG II|1267
||||||007|PINANG DALAM|1261
||||||008|KAMPUNG BARU|1864
||||||009|OLAK OLAK KUBU|3554
||||||010|PELITA JAYA|686
||||||011|SERUAT III|1942
||||||012|SERUAT II|1645
||||||013|SUNGAI SELAMAT|558
||||||014|AMBAWANG|2254
||||||015|AIR PUTIH|2697
||||||016|SUNGAI PINANG LUAR|1949
||||||017|SEI BEMBAN|2763
||||||018|SEPAKAT BARU|489
||||||019|MENGKALANG|1166
||||040|TELOK PA'KEDAI|001|SEI NIBUNG|1283
||||||002|SERUAT I|234
||||||003|KUALA KARANG|1551
||||||004|TANJUNG BUNGA|1547
||||||005|TELUK GELAM|790
||||||006|SELAT REMIS|3146
||||||007|TELUK PAKEDAI HULU|1860
||||||008|TELUK PAKEDAI II|1030
||||||009|TELUK PAKEDAI I|1203
||||||010|PASIR PUTIH|971
||||||011|MADURA|830
||||||012|SEI DERAS|2714
||||||013|ARUS DERAS|742
||||||014|SUNGAI NIPAH|866
||||050|SUNGAI KAKAP|001|SEPUK LAUT|2548
||||||002|PUNGGUR BESAR|9615
||||||008|PUNGGUR KECIL|11869
||||||009|KALIMAS|5736
||||||010|TANJUNG SALEH|5317
||||||011|SUNGAI BELIDAK|2409
||||||012|SUNGAI KAKAP|11029
||||||013|SUNGAI ITIK|4130
||||||014|PAL.IX|20366
||||||015|SUNGAI RENGAS|19228
||||||016|JERUJU BESAR|5864
||||||017|SUNGAI KUPAH|3089
||||060|RASAU JAYA|001|RASAU JAYA UMUM|5244
||||||002|BINTANG MAS|1246
||||||003|RASAU JAYA III|4119
||||||004|RASAU JAYA I|7362
||||||005|RASAU JAYA II|4235
||||||006|PEMATANG TUJUH|1293
||||070|SUNGAI RAYA|001|SUNGAI RAYA|62010
||||||002|KAPUR|12550
||||||003|ARANG LIMBUNG|18492
||||||004|KUALA DUA|24564
||||||005|SUNGAI AMBANGAH|4944
||||||006|TEBANG KACANG|4119
||||||007|SUNGAI BULAN|2475
||||||008|SUNGAI ASAM|13210
||||||009|PULAU LIMBUNG|3612
||||||010|GUNUNG TAMANG|1489
||||||011|LIMBUNG|14357
||||||012|TELUK KAPUAS|11957
||||||013|MADU SARI|3105
||||||014|MEKAR SARI|11130
||||080|SUNGAI AMBAWANG|001|SEI DURIAN|4471
||||||002|SIMPANG KANAN|5161
||||||003|PUGUK|4204
||||||004|BENGKAREK|3435
||||||005|PASAK PIANG|2891
||||||006|PASAK|4358
||||||007|PANCA ROBA|3493
||||||008|LINGGA|5094
||||||009|KOREK|4655
||||||010|JAWA TENGAH|3900
||||||011|SEI AMBAWANG KUALA|10980
||||||012|MEGA TIMUR|9188
||||||013|TELUK BAKUNG|4049
||||090|KUALA MANDOR-B|001|KUALA MANDOR A|5379
||||||002|KUALA MANDOR-B|4843
||||||003|SUNGAI ENAU|5427
||||||004|KUBU PADI|4822
||||||005|RETOK|3381
||71|PONTIANAK|010|PONTIANAK SELATAN|002|BENUA MELAYU LAUT|8757
||||||003|BENUA MELAYU DARAT|26256
||||||004|PARIT TOKAYA|15679
||||||005|AKCAYA|16835
||||||006|KOTA BARU|14294
||||011|PONTIANAK TENGGARA|001|BANGKA BELITUNG LAUT|13953
||||||002|BANGKA BELITUNG DARAT|12081
||||||003|BANSIR LAUT|11510
||||||004|BANSIR DARAT|7312
||||020|PONTIANAK TIMUR|001|PARIT MAYOR|3834
||||||002|BANJAR SERASAN|9983
||||||003|SAIGON|15242
||||||004|TANJUNG HULU|17462
||||||005|TANJUNG HILIR|10810
||||||006|DALAM BUGIS|17970
||||||007|TAMBELAN SAMPIT|7069
||||030|PONTIANAK BARAT|001|PAL LIMA|11181
||||||006|SUNGAI JAWI DALAM|29409
||||||007|SUNGAI JAWI LUAR|35304
||||||008|SUNGAI BELIUNG|47135
||||031|PONTIANAK KOTA|001|SUNGAI BANGKONG|47744
||||||002|DARAT SEKIP|8711
||||||003|TENGAH|7657
||||||004|MARIANA|7974
||||||005|SUNGAI JAWI|38025
||||040|PONTIANAK UTARA|001|BATU LAYANG|19057
||||||002|SIANTAN HILIR|26848
||||||003|SIANTAN TENGAH|29692
||||||004|SIANTAN HULU|36980
||72|SINGKAWANG|010|SINGKAWANG SELATAN|001|SEDAU|26781
||||||002|SIJANGKUNG|8585
||||||003|PANGMILANG|3476
||||||004|SAGATANI|2590
||||020|SINGKAWANG TIMUR|001|PAJINTAN|6456
||||||002|SANGGAU KOLOR|2421
||||||003|BAGAK SAHWA|2563
||||||004|NYARUNGKOP|3638
||||||005|MAYASOPA|4185
||||030|SINGKAWANG UTARA|001|SEI GARAM HILIR|3937
||||||002|NARAM|2054
||||||003|SEI BULAN|2183
||||||004|SEI RASAU|1914
||||||005|SETAPUK KECIL|2193
||||||006|SETAPUK BESAR|6221
||||||007|SEMELAGI KECIL|3475
||||040|SINGKAWANG BARAT|001|PASIRAN|28817
||||||002|MELAYU|9114
||||||003|TENGAH|1726
||||||004|KUALA|7233
||||050|SINGKAWANG TENGAH|001|ROBAN|26812
||||||002|CONDONG|8817
||||||003|SEKIP LAMA|7870
||||||004|JAWA|4086
||||||005|BUKIT BATU|4328
||||||006|SEI WIE|4987
62|KALIMANTAN TENGAH|01|KOTAWARINGIN BARAT|040|KOTAWARINGIN LAMA|001|BABUAL BABOTI|887
||||||002|TEMPAYUNG|947
||||||003|SAKABULIN|785
||||||004|KINJIL|397
||||||005|KOTA WARINGIN HILIR|2925
||||||006|RIAM DURIAN|1533
||||||007|DAWAK|1042
||||||008|KOTAWARINGIN HULU|2057
||||||009|LALANG|181
||||||010|RUNGUN|1242
||||||011|KONDANG|266
||||||012|SUKAMULYA|1006
||||||013|SUKAJAYA|779
||||||015|SUKA MAKMUR|572
||||||018|IPUH BANGUN JAYA|839
||||||019|SUMBER MUKTI|570
||||||020|PALIH BARU|768
||||050|ARUT SELATAN|001|TANJUNG PUTRI|1057
||||||002|KUMPAI BATU BAWAH|1855
||||||003|KUMPAI BATU ATAS|2798
||||||004|PASIR PANJANG|8281
||||||005|MENDAWAI|12126
||||||006|MENDAWAI SEBERANG|2045
||||||007|RAJA|6579
||||||008|SIDOREJO|15315
||||||009|MADUREJO|15127
||||||010|BARU|19990
||||||011|RAJA SEBERANG|1760
||||||012|RANGDA|900
||||||013|KENAMBUI|592
||||||014|RUNTU|3370
||||||015|UMPANG|818
||||||016|NATAI RAYA|1393
||||||017|MEDANGSARI|1199
||||||018|NATAI BARU|1605
||||||019|TANJUNG TERANTANG|734
||||||020|SULUNG|862
||||060|KUMAI|001|SUNGAI CABANG|958
||||||002|TELUK PULAI|301
||||||003|SUNGAI SEKONYER|713
||||||004|KUBU|3185
||||||005|SUNGAI BAKAU|1458
||||||006|TELUK BOGAM|1161
||||||007|KERAYA|485
||||||008|SEBUAI|649
||||||009|SUNGAI KAPITAN|4391
||||||010|KUMAI HILIR|7619
||||||011|BATU BELAMAN|1669
||||||012|SUNGAI TENDANG|3118
||||||013|CANDI|3811
||||||014|KUMAI HULU|7622
||||||015|SUNGAI BEDAUN|3399
||||||031|BUMI HARJO|4167
||||||032|PANGKALAN SATU|1838
||||061|PANGKALAN BANTENG|001|PANGKALAN BANTENG|1832
||||||002|MULYA JADI|1786
||||||003|AMIN JAYA|8010
||||||004|NATAI KERBAU|2213
||||||005|KARANGMULYA|3716
||||||006|MARGA MULYA|1186
||||||007|ARGA MULYA|2194
||||||008|KEBUN AGUNG|1065
||||||009|SIDO MULYO|1246
||||||010|SIMPANG BERAMBAI|1394
||||||011|SUNGAI HIJAU|1317
||||||012|SUNGAI BENGKUANG|3551
||||||013|SUNGAI KUNING|1087
||||062|PANGKALAN LADA|001|PURBASARI|2776
||||||002|SUNGAI RANGIT JAYA|1734
||||||003|SUMBER AGUNG|2849
||||||004|LADA MANDALA JAYA|2082
||||||005|MAKARTI JAYA|1504
||||||006|PANDU SANJAYA|6906
||||||007|PANGKALAN TIGA|2758
||||||008|KADIPI ATAS|1030
||||||009|PANGKALAN DEWA|2282
||||||010|PANGKALAN DURIN|1796
||||||011|SUNGAI MELAWEN|2217
||||070|ARUT UTARA|001|NANGA MUA|1836
||||||002|PANGKUT|8468
||||||003|SUKARAMI|1124
||||||004|GANDIS|499
||||||005|KERABU|471
||||||006|SAMBI|810
||||||007|PENYOMBAAN|1112
||||||008|PANDAU|367
||||||009|RIAM|207
||||||010|PENAHAN|475
||||||011|SUNGAI DAU|157
||02|KOTAWARINGIN TIMUR|020|MENTAYA HILIR SELATAN|005|SABAMBAN|591
||||||006|SAMUDA BESAR|1172
||||||007|SAMUDA KECIL|603
||||||008|SAMUDA KOTA|2194
||||||009|BASIRIH HILIR|5895
||||||010|JAYA KELAPA|2967
||||||011|BASIRIH HULU|2249
||||||012|JAYA KARET|2186
||||||013|SEI IJUM RAYA|881
||||||014|HANDIL SOHOR|2063
||||021|TELUK SAMPIT|001|UJUNG PANDARAN|1250
||||||002|LAMPUYANG|3475
||||||003|BASAWANG|2331
||||||004|PAREBOK|1879
||||050|PULAU HANAUT|001|SATIRUK|1479
||||||002|BAPINANG HILIR LAUT|2656
||||||003|BAPINANG HILIR|1811
||||||004|BAPINANG HULU|2162
||||||005|MAKARTI JAYA|682
||||||006|RAWA SARI|583
||||||007|BABIRAH|1326
||||||008|HANAUT|1702
||||||009|SERAMBUT|1038
||||||010|BABAUNG|2034
||||060|MENTAWA BARU/KETAPANG|001|PELANGSIAN|4829
||||||003|KETAPANG|19059
||||||004|MENTAWA BARU HILIR|20171
||||||005|MENTAWA BARU HULU|15402
||||||006|SAWAHAN|7184
||||||007|BAPEANG|3317
||||||008|EKA BAHURUI|2082
||||||009|PASIR PUTIH|4907
||||061|SERANAU|001|MENTAYA SEBERANG|3350
||||||002|BATUAH|1860
||||||003|TERANTANG HILIR|1489
||||||004|TERANTANG|1648
||||||005|GANEPO|1240
||||070|MENTAYA HILIR UTARA|001|PONDOK DAMAR|3012
||||||002|NATAI BARU|4561
||||||003|BAGENDANG TENGAH|1762
||||||004|BAGENDANG HILIR|1637
||||||005|BAGENDANG HULU|2092
||||||006|SUMBER MAKMUR|1190
||||||007|BAGENDANG HILIR PERMAI|1586
||||110|KOTA BESI|005|PALANGAN|824
||||||006|HANJALIPAN|1047
||||||007|SIMPUR|335
||||||008|PAMALIAN|814
||||||009|CAMBA|1305
||||||010|KANDAN|2133
||||||011|KOTA BESI HULU|4371
||||||012|KOTA BESI HILIR|2336
||||||014|BAJARUM|1076
||||||015|RASAU TUMBUH|378
||||||016|SOREN|361
||||111|TELAWANG|001|SEBABI|4906
||||||002|TANAH PUTIH|2860
||||||003|SUMBER MAKMUR|1788
||||||004|KENYALA|3094
||||||005|BIRU MAJU|1438
||||||006|PENYANG|2737
||||120|BAAMANG|001|BAAMANG HILIR|8406
||||||002|BAAMANG TENGAH|32002
||||||003|BAAMANG HULU|10011
||||||006|TINDUK|1119
||||190|CEMPAGA|001|LUWUK BUNTER|1394
||||||002|SUNGAI PARING|2124
||||||003|CEMPAKA MULIA BARAT|4608
||||||004|CEMPAKA MULIA TIMUR|1399
||||||005|JEMARAS|1723
||||||006|LUBUK RANGGAN|2739
||||||007|PATAI|2663
||||||008|RUBUNG BUYUNG|2426
||||191|CEMPAGA HULU|001|PARIT|997
||||||002|PELANTARAN|5252
||||||003|KERUING|1212
||||||004|PANTAI HARAPAN|3063
||||||005|PUNDU|7418
||||||006|TUMBANG KOLING|1876
||||||007|SUDAN|950
||||||008|BUKIT BATU|1179
||||||009|BUKIT RAYA|1315
||||200|PARENGGEAN|001|TEHANG|723
||||||002|KABUAU|4004
||||||003|PARENGGEAN|7427
||||||004|SARI HARAPAN|1718
||||||005|MEKAR JAYA|2323
||||||006|KARANG TUNGGAL|1287
||||||007|KARANG SARI|1451
||||||008|SUMBER MAKMUR|1001
||||||009|BANDAR AGUNG|726
||||||010|BARINGIN TUNGGAL JAYA|582
||||||011|BARUNANG MIRI|2685
||||||012|SEBUNGSU|3448
||||||013|TUMBANG MUJAM|680
||||||014|BUKIT MAKMUR|833
||||||015|WONOSARI|1093
||||||016|MERAH|192
||||||017|MEKAR SARI|387
||||||018|DAMAR MAKMUR|1358
||||||019|LUWUK SAMPUN|274
||||||020|TANJUNG JORONG|648
||||||021|BAJARAU|1319
||||||022|CEMPAKA PUTIH|680
||||||023|JATI WARINGIN|769
||||210|MENTAYA HULU|001|TANGAR|1911
||||||002|BAAMPAH|326
||||||003|KAWAN BATU|5219
||||||004|TANJUNG BATUR|510
||||||005|PENDA DURIAN|529
||||||006|PAHIRANGAN|138
||||||007|SATIONG|617
||||||008|SANTILIK|1035
||||||009|TANGKA ROBAH|1077
||||||010|PEMANTANG|2711
||||||011|TUMBANG SAPIRI|869
||||||012|KUALA KUAYAN|7396
||||||014|BAWAN|242
||||||015|TANJUNG JARIANGAU|2364
||||||029|BUANA MUSTIKA|1480
||||||030|TANJUNG HARAPAN|2098
||||211|BUKIT SANTUAI|001|TUMBANG TILAP|201
||||||002|TUMBANG KAMINTING|530
||||||003|TANAH HALUAN|226
||||||004|TUMBANG PENYAHUAN|1753
||||||005|TUMBANG SAPIA|69
||||||006|TUMBANG GETAS|221
||||||007|TUMBANG TURUNG|814
||||||008|TUMBANG BATU|811
||||||009|LUNUK BAGANTUNG|368
||||||010|TUMBANG TAWAN|358
||||||011|TUMBANG SALUANG|210
||||||012|TEWEI HARA|528
||||||013|TUMBANG PAYANG|1797
||||||014|TUMBANG KANIA|152
||||230|ANTANG KALANG|001|TUKANG LANGIT|302
||||||004|BERINGIN AGUNG|2016
||||||005|TUMBANG SANGAI|2004
||||||006|RANTAU KATANG|740
||||||007|TUMBANG MANGKUP|356
||||||008|RANTAU TAMPANG|779
||||||009|LUWUK KUWAN|715
||||||010|BATU AGUNG|1046
||||||011|TUMBANG BAJANEI|275
||||||012|TUMBANG BOLOI|738
||||||013|TUMBANG SEPAYANG|1502
||||||014|GUNUNG MAKMUR|2053
||||||015|SUNGAI HANYA|933
||||||016|BUKIT INDAH|2597
||||||017|MULYA AGUNG|911
||||||018|BHAKTI KARYA|754
||||||019|WARINGIN AGUNG|1588
