Province Code|Province Name|Regency/Municipality Code|Regency/Municipality Name|District Code|District Name|Village Code|Village Name|Population
||||||011|KEDUNGMALANG|1861
||||||012|SUKOMORO|1605
||||||013|KEPUH|3437
||||||014|JAMBANGAN|1260
||||||015|SRIKATON|1303
||||||016|TANON|2911
||||||017|PUHJAJAR|2119
||||190|PAGU|001|BULUPASAR|3807
||||||002|WONOSARI|3249
||||||003|KAMBINGAN|2372
||||||004|TANJUNG|3889
||||||005|SEMEN|3356
||||||006|WATES|998
||||||007|MENANG|3591
||||||008|TENGGER KIDUL|2947
||||||009|SEMANDING|3728
||||||010|SITIMERT0|1463
||||||011|PAGU|4862
||||||012|BENDO|739
||||||013|JAGUNG|1765
||||191|KAYEN KIDUL|001|BAYE|2656
||||||002|BANGSONGAN|5558
||||||003|SENDEN|3645
||||||004|SAMBIROBYONG|2943
||||||005|MUKUH|4039
||||||006|SUKOHARJO|3383
||||||007|JAMBU|5297
||||||008|SEKARAN|2428
||||||009|PADANGAN|6654
||||||010|KAYEN KIDUL|2950
||||||011|NANGGUNGAN|3068
||||||012|SEMAMBUNG|801
||||200|GAMPENGREJO|010|JONGBIRU|4399
||||||011|PUTIH|2938
||||||012|SAMBIREJO|1626
||||||016|SAMBIRESIK|3533
||||||017|GAMPENG|3880
||||||018|NGEBRAK|3861
||||||019|WANENGPATEN|2469
||||||020|TURUS|2872
||||||021|PLOSOREJO|3338
||||||022|KEPUHREJO|1955
||||||023|KALIBELO|1093
||||201|NGASEM|001|TUGUREJO|6355
||||||002|SUMBEREJO|4693
||||||003|PARON|4057
||||||004|SUKOREJO|10027
||||||005|NGASEM|3465
||||||006|KARANGREJO|9678
||||||007|KWADUNGAN|3026
||||||008|NAMBAAN|4089
||||||009|TOYORESMI|2377
||||||010|WONOCATUR|1520
||||||011|GOGORANTE|6260
||||||012|DOKO|6514
||||210|BANYAKAN|001|PARANG|5529
||||||002|TIRON|11374
||||||003|MANYARAN|7342
||||||004|JATIREJO|4413
||||||005|BANYAKAN|6398
||||||006|MARON|5268
||||||007|JABON|5507
||||||008|NGABLAK|5722
||||||009|SENDANG|2622
||||220|GROGOL|001|KALIPANG|4552
||||||002|GROGOL|8132
||||||003|WONOASRI|1523
||||||004|SONOREJO|6742
||||||005|BAKALAN|5805
||||||006|DATENGAN|4253
||||||007|GAMBYOK|3919
||||||008|SUMBERJO|2726
||||||009|CERME|6816
||||230|TAROKAN|001|TAROKAN|12189
||||||002|BULUSARI|8966
||||||003|KALIRONG|3861
||||||004|KALIBOTO|8107
||||||005|KEDUNGSARI|5770
||||||006|SUMBERDUREN|2665
||||||007|KEREP|3427
||||||008|BLIMBING|4033
||||||009|CENGKOK|2347
||||||010|JATI|5582
||07|MALANG|010|DONOMULYO|001|SUMBEROTO|7710
||||||002|PURWOREJO|7574
||||||003|MENTARAMAN|5002
||||||004|DONOMULYO|11175
||||||005|TEMPURSARI|4756
||||||006|TLOGOSARI|3024
||||||007|KEDUNGSALAM|9516
||||||008|BANJARJO|5882
||||||009|TULUNGREJO|2869
||||||010|PURWODADI|4332
||||020|KALIPARE|001|ARJOSARI|6438
||||||002|TUMPAKREJO|5708
||||||003|KALIASRI|4138
||||||004|PUTUKREJO|3837
||||||005|SUMBERPETUNG|6818
||||||006|KALIPARE|11892
||||||007|SUKOWILANGUN|5514
||||||008|ARJOWILANGUN|12825
||||||009|KALIREJO|3664
||||030|PAGAK|001|SUMBERMANJING KULON|7218
||||||002|PANDANREJO|2261
||||||003|SUMBERKERTO|3730
||||||004|SEMPOL|5475
||||||005|PAGAK|7960
||||||006|SUMBERREJO|6761
||||||007|GAMPINGAN|6603
||||||008|TLOGOREJO|5421
||||040|BANTUR|001|BANDUNGREJO|8668
||||||002|SUMBERBENING|5231
||||||003|SRIGONCO|4092
||||||004|WONOREJO|1217
||||||005|BANTUR|11553
||||||006|PRINGGODANI|7274
||||||007|REJOSARI|6838
||||||008|WONOKERTO|8481
||||||009|REJOYOSO|7455
||||||010|KARANGSARI|7260
||||050|GEDANGAN|001|TUMPAKREJO|6104
||||||002|SINDUREJO|5357
||||||003|GAJAHREJO|4897
||||||004|SIDODADI|6635
||||||005|GEDANGAN|8904
||||||006|SEGARAN|6895
||||||007|SUMBEREJO|9605
||||||008|GIRIMULYO|3623
||||060|SUMBERMANJING|001|SITIARJO|7210
||||||002|TAMBAKREJO|6152
||||||003|KEDUNGBANTENG|6656
||||||004|TAMBAKASRI|8584
||||||005|TEGALREJO|2309
||||||006|RINGINKEMBAR|4576
||||||007|SUMBERAGUNG|5492
||||||008|HARJOKUNCARAN|8705
||||||009|ARGOTIRTO|6572
||||||010|RINGINSARI|4299
||||||011|DRUJU|10914
||||||012|SUMBERMANJING WETAN|3709
||||||013|KLEPU|7665
||||||014|SEKARBANYU|2479
||||||015|SIDOASRI|4485
||||070|DAMPIT|001|SUKODONO|9252
||||||002|SRIMULYO|12234
||||||003|BATURETNO|3001
||||||004|BUMIREJO|8820
||||||005|SUMBERSUKO|6162
||||||006|AMADANOM|5927
||||||007|DAMPIT|24685
||||||008|PAMOTAN|17420
||||||009|MAJANGTENGAH|12222
||||||010|REMBUN|5137
||||||011|POJOK|3136
||||||012|JAMBANGAN|10277
||||080|TIRTO YUDO|001|PURWODADI|5257
||||||002|PUJIHARJO|6153
||||||003|SUMBERTANGKIL|5742
||||||004|KEPATIHAN|3147
||||||005|JOGOMULYAN|3677
||||||006|TIRTOYUDO|5560
||||||007|GADUNGSARI|3469
||||||008|TLOGOSARI|3378
||||||009|SUKOREJO|3268
||||||010|AMPELGADING|7630
||||||011|TAMANKUNCARAN|3539
||||||012|WONOAGUNG|3153
||||||013|TAMANSATRIYAN|5921
||||090|AMPELGADING|001|LEBAKHARJO|6841
||||||002|WIROTAMAN|3416
||||||003|TAMANASRI|3126
||||||004|SONOWANGI|4102
||||||005|TIRTOMARTO|5187
||||||006|PURWOHARJO|1765
||||||007|SIDORENGGO|6651
||||||008|TIRTOMOYO|4924
||||||009|TAWANGAGUNG|2802
||||||010|SIMOJAYAN|4858
||||||011|ARGOYUWONO|3066
||||||012|MULYOASRI|4425
||||||013|TAMANSARI|1528
||||100|PONCOKUSUMO|001|DAWUHAN|6254
||||||002|SUMBEREJO|5587
||||||003|PANDANSARI|6385
||||||004|NGADIRESO|3567
||||||005|KARANGANYAR|7425
||||||006|JAMBESARI|6482
||||||007|PAJARAN|6303
||||||008|ARGOSUKO|4548
||||||009|NGEBRUK|3883
||||||010|KARANGNONGKO|7511
||||||011|WONOMULYO|5170
||||||012|BELUNG|6574
||||||013|WONOREJO|4301
||||||014|PONCOKUSUMO|6281
||||||015|WRINGINANOM|5704
||||||016|GUBUKKLAKAH|4067
||||||017|NGADAS|1791
||||110|WAJAK|001|SUMBERPUTIH|5345
||||||002|WONOAYU|1266
||||||003|BAMBANG|3788
||||||004|BRINGIN|5323
||||||005|DADAPAN|5926
||||||006|PATOKPICIS|6241
||||||007|BLAYU|6295
||||||008|CODO|7700
||||||009|SUKOLILO|6093
||||||010|KIDANGBANG|6337
||||||011|SUKOANYAR|6456
||||||012|WAJAK|13933
||||||013|NGEMBAL|4911
||||120|TUREN|001|KEMULAN|4641
||||||002|TAWANGREJENI|6968
||||||003|SAWAHAN|7750
||||||004|UNDAAN|3230
||||||005|GEDOG KULON|2508
||||||006|GEDOG WETAN|7769
||||||007|TALOK|9487
||||||008|SEDAYU|4481
||||||009|TANGGUNG|6672
||||||010|JERU|6119
||||||011|TUREN|12975
||||||012|PAGEDANGAN|10022
||||||013|SANANKERTO|3484
||||||014|SANANREJO|7174
||||||015|KEDOK|6064
||||||016|TALANGSUKO|7780
||||||017|TUMPUKRENTENG|4584
||||130|BULULAWANG|001|SUKONOLO|4607
||||||002|GADING|3974
||||||003|KREBET|5915
||||||004|BAKALAN|5804
||||||005|SUDIMORO|5712
||||||006|KASRI|3569
||||||007|PRINGU|4190
||||||008|KASEMBON|3663
||||||009|KUWOLU|4657
||||||010|KREBET SENGGRONG|4444
||||||011|LUMBANGSARI|5020
||||||012|WANDANPURO|6961
||||||013|BULULAWANG|7548
||||||014|SEMPALWADAK|2583
||||140|GONDANGLEGI|001|SUKOREJO|3525
||||||002|BULUPITU|3756
||||||003|SUKOSARI|2279
||||||004|PANGGUNGREJO|1649
||||||005|GONDANGLEGI KULON|10258
||||||006|GONDANGLEGI WETAN|12369
||||||007|SEPANJANG|12228
||||||008|PUTAT KIDUL|4238
||||||009|PUTAT LOR|5730
||||||010|UREK UREK|6169
||||||011|KETAWANG|4763
||||||012|GANJARAN|8489
||||||013|PUTUKREJO|3835
||||||014|SUMBERJAYA|2207
||||150|PAGELARAN|001|KANIGORO|9562
||||||002|BALEARJO|3908
||||||003|KADEMANGAN|7530
||||||004|SUWARU|1399
||||||005|CLUMPRIT|5445
||||||006|SIDOREJO|9638
||||||007|PAGELARAN|6795
||||||008|BANJAREJO|8296
||||||009|BRONGKAL|7987
||||||010|KARANGSUKO|4931
||||160|KEPANJEN|001|JENGGOLO|4864
||||||002|SENGGURUH|3104
||||||003|KEMIRI|2880
||||||004|TEGALSARI|2678
||||||005|MANGUNREJO|5403
||||||006|PANGGUNGREJO|7759
||||||007|KEDUNGPEDARINGAN|3318
||||||008|PENARUKAN|5058
||||||009|CEPOKOMULYO|6752
||||||010|KEPANJEN|13525
||||||011|TALANGAGUNG|7187
||||||012|DILEM|5632
||||||013|ARDIREJO|6007
||||||014|SUKORAHARJO|7535
||||||015|CURUNG REJO|5360
||||||016|JATIREJOYOSO|5008
||||||017|NGADILANGKUNG|6783
||||||018|MOJOSARI|3768
||||170|SUMBER PUCUNG|001|KARANGKATES|7770
||||||002|SUMBERPUCUNG|10446
||||||003|JATIGUWI|8279
||||||004|SAMBIGEDE|5049
||||||005|SENGGRENG|8052
||||||006|TERNYANG|5371
||||||007|NGEBRUK|6330
||||180|KROMENGAN|001|SLOROK|4786
||||||002|JATIKERTO|7898
||||||003|NGADIREJO|4006
||||||004|KARANGREJO|5840
||||||005|KROMENGAN|7177
||||||006|PENIWEN|3260
||||||007|JAMBUWER|5038
||||190|NGAJUM|001|NGAJUM|10566
||||||002|PALAAN|2979
||||||003|NGASEM|5962
||||||004|BANJARSARI|3227
||||||005|KRANGGAN|5427
||||||006|KESAMBEN|3578
||||||007|BABADAN|7113
||||||008|BALESARI|6799
||||||009|MAGUAN|2506
||||200|WONOSARI|001|KLUWUT|3962
||||||002|PLANDI|4169
||||||003|PLAOSAN|6327
||||||004|KEBOBANG|8177
||||||005|BANGELAN|4060
||||||006|SUMBERDEM|3995
||||||007|SUMBERTEMPUR|4467
||||||008|WONOSARI|5626
||||210|WAGIR|001|SUMBERSUKO|6633
||||||002|MENDALANWANGI|7883
||||||003|SITIREJO|9008
||||||004|PARANGARGO|5296
||||||005|GONDOWANGI|6641
||||||006|PANDANREJO|4754
||||||007|PETUNGSEWU|4058
||||||008|SUKODADI|4348
||||||009|SIDORAHAYU|8519
||||||010|JEDONG|7502
||||||011|DALISODO|6393
||||||012|PANDANLANDUNG|8978
||||220|PAKISAJI|001|PERMANU|5007
||||||002|KARANGPANDAN|5319
||||||003|GLANGGANG|4295
||||||004|SUTOJAYAN|5039
||||||005|WONOKERSO|4371
||||||006|KARANGDUREN|8122
||||||007|PAKISAJI|6767
||||||008|JATISARI|5452
||||||009|WADUNG|6040
||||||010|GENENGAN|8410
||||||011|KEBONAGUNG|14230
||||||012|KENDALPAYAK|9163
||||230|TAJINAN|001|TAMBAKASRI|5110
||||||002|TANGKILSARI|3514
||||||003|JAMBEARJO|4259
||||||004|JATISARI|3246
||||||005|PANDANMULYO|4795
||||||006|NGAWONGGO|3912
||||||007|PURWOSEKAR|4214
||||||008|GUNUNGRONGGO|3828
||||||009|GUNUNGSARI|3463
||||||010|TAJINAN|4782
||||||011|RANDUGADING|4539
||||||012|SUMBERSUKO|6156
||||240|TUMPANG|001|NGINGIT|4386
||||||002|KIDAL|6679
||||||003|KAMBINGAN|3671
||||||004|PANDANAJENG|3923
||||||005|PULUNGDOWO|8109
||||||006|BOKOR|2906
||||||007|SLAMET|4221
||||||008|WRINGINSONGO|2610
||||||009|JERU|6544
||||||010|MALANGSUKO|3523
||||||011|TUMPANG|12411
||||||012|TULUSBESAR|5474
||||||013|BENJOR|2083
||||||014|DUWET|3566
||||||015|DUWET KRAJAN|4308
||||250|PAKIS|001|SEKARPURO|13239
||||||002|AMPELDENTO|5484
||||||003|SUMBERKRADENAN|6289
||||||004|KEDUNGREJO|5141
||||||005|BANJARREJO|6607
||||||006|PUCANG SONGO|2552
||||||007|SUKOANYAR|6514
||||||008|SUMBERPASIR|5963
||||||009|PAKISKEMBAR|7999
||||||010|PAKISJAJAR|10303
||||||011|BUNUTWETAN|9067
||||||012|ASRIKATON|13730
||||||013|SAPTORENGGO|15841
||||||014|MANGLIAWAN|17044
||||||015|TIRTOMOYO|9984
||||260|JABUNG|001|KENONGO|2575
||||||002|NGADIREJO|2047
||||||003|TAJI|1236
||||||004|PANDANSARI LOR|4400
||||||005|SUKOPURO|5680
||||||006|SIDOREJO|3601
||||||007|SUKOLILO|5875
||||||008|SIDOMULYO|4370
||||||009|GADING KEMBAR|4241
||||||010|KEMANTREN|11345
||||||011|ARGOSARI|3828
||||||012|SLAMPAREJO|4942
||||||013|KEMIRI|5861
||||||014|JABUNG|8095
||||||015|GUNUNG JATI|3471
||||270|LAWANG|001|SIDOLUHUR|5656
||||||002|SRIGADING|5302
||||||003|SIDODADI|8600
||||||004|BEDALI|15429
||||||005|KALIREJO|13296
||||||006|MULYOARJO|6039
||||||007|SUMBER NGEPOH|4383
||||||008|SUMBER PORONG|7198
||||||009|TURIREJO|9022
||||||010|LAWANG|13576
||||||011|KETINDAN|7750
||||||012|WONOREJO|7151
||||280|SINGOSARI|001|LANGLANG|5704
||||||002|TUNJUNGTIRTO|9347
||||||003|BANJARARUM|15313
||||||004|WATUGEDE|7399
||||||005|DENGKOL|9837
||||||006|WONOREJO|6091
||||||007|BATURETNO|7285
||||||008|TAMANHARJO|7725
||||||009|LOSARI|4935
||||||010|PAGENTAN|14729
||||||011|PURWOASRI|5874
||||||012|KLAMPOK|10504
||||||013|GUNUNGREJO|8425
||||||014|CANDIRENGGO|17138
||||||015|ARDIMULYO|10244
||||||016|RANDUAGUNG|13630
||||||017|TOYOMARTO|11177
||||290|KARANGPLOSO|001|TEGALGONDO|7621
||||||002|KEPUHARJO|6730
||||||003|NGENEP|10266
||||||004|NGIJO|15188
||||||005|AMPELDENTO|4606
||||||006|GIRIMOYO|5447
||||||007|BOCEK|7797
||||||008|DONOWARIH|8669
||||||009|TAWANGARGO|8261
||||300|DAU|001|KUCUR|5660
||||||002|KALISONGO|7123
||||||003|KARANGWIDORO|6149
||||||004|PETUNG SEWU|3239
||||||005|SELOREJO|3369
||||||006|TEGALWERU|3525
||||||007|LANDUNGSARI|10598
||||||008|GADINGKULON|3801
||||||009|MULYOAGUNG|16377
||||||010|SUMBERSEKAR|7650
||||310|PUJON|001|BENDOSARI|3846
||||||002|SUKOMULYO|6133
||||||003|PUJON KIDUL|4106
||||||004|PANDESARI|10306
||||||005|PUJON LOR|7029
||||||006|NGROTO|6209
||||||007|NGABAB|7670
||||||008|TAWANGSARI|6289
||||||009|MADIREDO|8539
||||||010|WIYUREJO|5141
||||320|NGANTANG|001|PAGERSARI|3367
||||||002|SIDODADI|5181
||||||003|BANJAREJO|4786
||||||004|PURWOREJO|4035
||||||005|NGANTRU|5269
||||||006|BANTUREJO|3140
||||||007|PANDANSARI|4743
||||||008|MULYOREJO|4188
||||||009|SUMBERAGUNG|5019
||||||010|KAUMREJO|4941
||||||011|TULUNGREJO|3505
||||||012|WATUREJO|3233
||||||013|JOMBOK|4304
||||330|KASEMBON|001|PONDOK AGUNG|5893
||||||002|BAYEM|6016
||||||003|PAIT|4177
||||||004|WONOAGUNG|4065
||||||005|KASEMBON|4179
||||||006|SUKOSARI|5782
||08|LUMAJANG|010|TEMPURSARI|001|TEGALREJO|2997
||||||002|BULUREJO|3043
||||||003|PUROREJO|4700
||||||004|TEMPURREJO|2902
||||||005|TEMPURSARI|7337
||||||006|PUNDUNGSARI|3069
||||||007|KALIULING|4453
||||020|PRONOJIWO|001|SIDOMULYO|4706
||||||002|PRONOJIWO|6851
||||||003|TAMANAYU|4335
||||||004|SUMBERURIP|3460
||||||005|ORO ORO OMBO|7409
||||||006|SUPITURANG|4976
||||030|CANDIPURO|001|JUGOSARI|3055
||||||002|JARIT|11763
||||||003|CANDIPURO|7361
||||||004|SUMBERREJO|5354
||||||005|SUMBERWULUH|8786
||||||006|SUMBERMUJUR|6332
||||||007|PENANGGAL|6963
||||||008|TAMBAHREJO|3247
||||||009|KLOPOSAWIT|4037
||||||010|TUMPENG|5328
||||040|PASIRIAN|001|GONDORUSO|5535
||||||002|KALIBENDO|7606
||||||003|BADES|11606
||||||004|BAGO|8368
||||||005|SELOK AWAR AWAR|8592
||||||006|CONDRO|4587
||||||007|MADUREJO|3429
||||||008|PASIRIAN|13997
||||||009|SEMEMU|6415
||||||010|NGUTER|8297
||||||011|SELOK ANYAR|5251
||||050|TEMPEH|001|PANDANARUM|5261
||||||002|PANDANWANGI|5690
||||||003|SUMBERJATI|4488
||||||004|TEMPEH KIDUL|5514
||||||005|LEMPENI|5493
||||||006|TEMPEH TENGAH|7475
||||||007|KALIWUNGU|6584
||||||008|TEMPEH LOR|9735
||||||009|BESUK|5376
||||||010|JATISARI|3755
||||||011|PULO|9462
||||||012|GESANG|5027
||||||013|JOKARTO|4946
||||060|LUMAJANG|008|BANJARWARU|2200
||||||009|LABRUK LOR|3597
||||||010|CITRODIWANGSAN|12016
||||||011|DITOTRUNAN|6144
||||||012|JOGOTRUNAN|8891
||||||013|DENOK|3982
||||||014|BLUKON|2078
||||||015|BORENG|5238
||||||016|JOGOYUDAN|6171
||||||017|ROGOTRUNAN|9629
||||||018|TOMPOKERSAN|14376
||||||019|KEPUHARJO|6363
||||061|SUMBERSUKO|001|SUMBERSUKO|4531
||||||002|KEBONSARI|5536
||||||003|GRATI|3368
||||||004|LABRUK KIDUL|6377
||||||005|MOJOSARI|4160
||||||006|SENTUL|3797
||||||007|PURWOSONO|3848
||||||008|PETAHUNAN|2296
||||070|TEKUNG|001|WONOGRIYO|3351
||||||002|WONOSARI|3020
||||||003|MANGUNSARI|2162
||||||004|TEKUNG|4513
||||||005|WONOKERTO|3090
||||||006|TUKUM|8708
||||||007|KARANGBENDO|6344
||||||008|KLAMPOKARUM|1377
||||080|KUNIR|001|JATIMULYO|3629
||||||002|JATIREJO|3707
||||||003|JATIGONO|5939
||||||004|SUKOREJO|3921
||||||005|SUKOSARI|5125
||||||006|KUNIR KIDUL|7876
||||||007|KUNIR LOR|5882
||||||008|KEDUNGMORO|3768
||||||009|KARANGLO|5342
||||||010|KABUARAN|3053
||||||011|DOROGOWOK|3437
||||090|YOSOWILANGUN|001|DARUNGAN|3993
||||||002|KRATON|2430
||||||003|WOTGALIH|7084
||||||004|TUNJUNGREJO|1991
||||||005|YOSOWILANGUN KIDUL|8377
||||||006|YOSOWILANGUN LOR|7562
||||||007|KRAI|6993
||||||008|KARANGAYAR|2221
||||||009|KARANGREJO|2685
||||||010|MUNDER|5319
||||||011|KEBONSARI|2738
||||||012|KALIPEPE|5153
||||100|ROWOKANGKUNG|001|NOGOSARI|3623
||||||002|KEDUNGREJO|4492
||||||003|SIDOREJO|4607
||||||004|ROWOKANGKUNG|7246
||||||005|SUMBERSARI|3271
||||||006|SUMBERANYAR|3670
||||||007|DAWUHAN WETAN|7240
||||110|JATIROTO|001|BANYUPUTIH KIDUL|6673
||||||002|ROJOPOLO|5408
||||||003|SUKOSARI|4815
||||||004|KALIBOTO KIDUL|7181
||||||005|KALIBOTO LOR|10642
||||||006|JATIROTO|10528
||||120|RANDUAGUNG|001|BANYUPUTIH LOR|6238
||||||002|KALIDILEM|7410
||||||003|TUNJUNG|4332
||||||004|GEDANGMAS|5419
||||||005|KALIPENGGUNG|8371
||||||006|RANULOGONG|4187
||||||007|RANDUAGUNG|6138
||||||008|LEDOKTEMPURO|4244
||||||009|PEJARAKAN|3695
||||||010|BUWEK|2155
||||||011|RANUWURUNG|4853
||||||012|SALAK|3811
||||130|SUKODONO|001|KLANTING|3984
||||||002|KEBONAGUNG|2675
||||||003|KARANGSARI|6765
||||||004|DAWUHAN LOR|8114
||||||005|KUTORENON|6118
||||||006|SELOKBESUKI|4793
||||||007|SUMBEREJO|6829
||||||008|URANGGANTUNG|2609
||||||009|SELOKGONDANG|5100
||||||010|BONDOYUDO|2962
||||140|PADANG|001|BARAT|7085
||||||002|BABAKAN|2581
||||||003|MOJO|3711
||||||004|BODANG|6047
||||||005|KEDAWUNG|4228
||||||006|PADANG|2012
||||||007|KALISEMUT|3334
||||||008|MERAKAN|3028
||||||009|TANGGUNG|2589
||||150|PASRUJAMBE|001|PASRUJAMBE|10265
||||||002|JAMBEKUMBU|5586
||||||003|SUKOREJO|3184
||||||004|JAMBEARUM|3259
||||||005|KERTOSARI|3059
||||||006|PAGOWAN|3209
||||||007|KARANGANOM|6354
||||160|SENDURO|002|PURWOREJO|4255
||||||003|SARIKEMUNING|2605
||||||004|PANDANSARI|3853
||||||005|SENDURO|6049
||||||006|BURNO|4191
||||||007|KANDANGTEPUS|8041
||||||008|KANDANGAN|3769
||||||009|BEDAYU|1674
||||||010|BEDAYUTALANG|1358
||||||011|WONOCEPOKOAYU|2407
||||||012|ARGOSARI|3397
||||||013|RANUPANE|1293
||||170|GUCIALIT|001|WONOKERTO|3258
||||||002|PAKEL|1727
||||||003|KENONGO|1381
||||||004|GUCIALIT|4351
||||||005|DADAPAN|3861
||||||006|KERTOWONO|4076
||||||007|TUNJUNG|1692
||||||008|JERUK|2085
||||||009|SOMBO|1005
||||180|KEDUNGJAJANG|001|PANDANSARI|1863
||||||002|KRASAK|3773
||||||003|KEDUNGJAJANG|2837
||||||004|WONOREJO|7732
||||||005|UMBUL|3415
||||||006|CURAHPETUNG|3860
||||||007|GROBOGAN|5293
||||||008|BENCE|1679
||||||009|JATISARI|2515
||||||010|TEMPURSARI|4711
||||||011|BANDARAN|1485
||||||012|SAWARAN KULON|4336
||||190|KLAKAH|001|KEBONAN|2799
||||||002|KUDUS|3200
||||||003|DUREN|3025
||||||004|SUMBERWRINGIN|2976
||||||005|PAPRINGAN|2653
||||||006|RANUPAKIS|4985
||||||007|TEGALRANDU|4746
||||||008|KLAKAH|7583
||||||009|MLAWANG|7243
||||||010|SRUNI|2665
||||||011|TEGALCIUT|4398
||||||012|SAWARAN LOR|4845
||||200|RANUYOSO|001|JENGGRONG|6269
||||||002|MENINJO|2115
||||||003|TEGALBANGSRI|2052
||||||004|SUMBERPETUNG|3712
||||||005|ALUN ALUN|3083
||||||006|RANUBEDALI|6169
||||||007|RANUYOSO|6125
||||||008|WONOAYU|3522
||||||009|PENAWUNGAN|3678
||||||010|WATES KULON|4114
||||||011|WATES WETAN|4604
||09|JEMBER|010|KENCONG|001|PASEBAN|7062
||||||002|CAKRU|10393
||||||003|KRATON|9415
||||||004|WONOREJO|13398
||||||005|KENCONG|24905
||||020|GUMUK MAS|001|KEPANJEN|10190
||||||002|MAYANGAN|10304
||||||003|MENAMPU|11307
||||||004|BAGOREJO|6500
||||||005|GUMUKMAS|13404
||||||006|PURWOASRI|8061
||||||007|TEMBOKREJO|9280
||||||008|KARANGREJO|10178
||||030|PUGER|001|MOJOMULYO|8225
||||||002|MOJOSARI|9701
||||||003|PUGER KULON|14730
||||||004|PUGER WETAN|10469
||||||005|GRENDEN|14372
||||||006|MLOKOREJO|10291
||||||007|KASIYAN|7747
||||||008|KASIYAN TIMUR|12508
||||||009|WONOSARI|7915
||||||010|JAMBEARUM|6937
||||||011|BAGON|5537
||||||012|WRINGIN TELU|6074
||||040|WULUHAN|001|LOJEJER|19321
||||||002|AMPEL|17932
||||||003|TANJUNG REJO|14904
||||||004|KESILIR|16394
||||||005|DUKUH DEMPOK|16156
||||||006|TAMANSARI|16289
||||||007|GLUNDENGAN|13699
||||050|AMBULU|001|SUMBERREJO|23822
||||||002|ANDONGSARI|16311
||||||003|SABRANG|14577
||||||004|AMBULU|13875
||||||005|PONTANG|11050
||||||006|KARANG ANYAR|14765
||||||007|TEGALSARI|10703
||||060|TEMPUREJO|001|ANDONGREJO|5178
||||||002|CURAHNONGKO|6165
||||||003|SANENREJO|6860
||||||004|WONOASRI|9322
||||||005|SIDODADI|10150
||||||006|PONDOKREJO|7349
||||||007|CURAHTAKIR|10854
||||||008|TEMPUREJO|14785
||||070|SILO|001|MULYOREJO|13546
||||||002|PACE|16955
||||||003|HARJOMULYO|9666
||||||004|KARANGHARJO|11217
||||||005|SILO|10228
||||||006|SEMPOLAN|8889
||||||007|SUMBERJATI|11145
||||||008|GARAHAN|12072
||||||009|SIDOMULYO|10132
||||080|MAYANG|001|SEPUTIH|8218
||||||002|SIDOMUKTI|6472
||||||003|SUMBER KEJAYAN|7003
||||||004|TEGALREJO|5064
||||||005|TEGALWARU|5552
||||||006|MAYANG|7737
||||||007|MRAWAN|8316
||||090|MUMBULSARI|001|KAWANGREJO|5030
||||||002|TAMANSARI|6421
||||||003|SUCO|11313
||||||004|LAMPEJI|11400
||||||005|MUMBULSARI|12002
||||||006|LENGKONG|7372
||||||007|KARANGKEDAWUNG|8801
||||100|JENGGAWAH|001|KEMUNING SARI KIDUL|8605
||||||002|KERTONEGORO|10971
||||||003|JATISARI|10511
||||||004|SRUNI|8151
||||||005|CANGKRING|13506
||||||006|WONOJATI|8280
||||||007|JENGGAWAH|14994
||||||008|JATIMULYO|6300
||||110|AJUNG|001|MANGARAN|11914
||||||002|SUKAMAKMUR|10328
||||||003|KLOMPANGAN|10010
||||||004|PANCAKARYA|11609
||||||005|AJUNG|16239
||||||006|WIROWONGSO|9413
||||||007|ROWO INDAH|4903
||||120|RAMBIPUJI|001|CURAHMALANG|4906
||||||002|NOGOSARI|18813
||||||003|ROWOTAMTU|7259
||||||004|PECORO|6443
||||||005|RAMBIPUJI|10677
||||||006|KALIWINING|17337
||||||007|RAMBIGUNDAM|8393
||||||008|GUGUT|5106
||||130|BALUNG|001|KARANG DUREN|6226
||||||002|KARANG SEMANDING|7080
||||||003|TUTUL|9118
||||||004|BALUNG KULON|12270
||||||005|BALUNG KIDUL|4632
||||||006|BALUNG LOR|22683
||||||007|GUMELAR|8758
||||||008|CURAHLELE|6238
||||140|UMBULSARI|001|SUKORENO|8551
||||||002|GUNUNGSARI|6982
||||||003|UMBULSARI|7698
||||||004|TANJUNGSARI|4739
||||||005|PALERAN|13484
||||||006|UMBULREJO|4105
||||||007|GADINGREJO|4802
||||||008|SIDOREJO|2828
||||||009|TEGALWANGI|9386
||||||010|MUNDUREJO|6964
||||150|SEMBORO|001|REJO AGUNG|2143
||||||002|SEMBORO|11841
||||||003|SIDOMEKAR|11854
||||||004|SIDOMULYO|6189
||||||005|PONDOK JOYO|5601
||||||006|PONDOK DALEM|5847
||||160|JOMBANG|001|KETING|6545
||||||002|JOMBANG|12336
||||||003|PADOMASAN|9728
||||||004|NGAMPELREJO|4545
||||||005|WRINGIN AGUNG|13392
||||||006|SARIMULYO|3457
||||170|SUMBER BARU|001|SUMBER AGUNG|9877
||||||002|ROWO TENGAH|9592
||||||003|YOSORATI|16450
||||||004|PRINGGOWIRAWAN|12982
||||||005|KARANG BAYAT|12316
||||||006|GELANG|14558
||||||007|JATIROTO|9454
||||||008|JAMINTORO|3227
||||||009|KALIGLAGAH|6464
||||||010|JAMBESARI|4496
||||180|TANGGUL|001|TANGGUL KULON|12469
||||||002|TANGGUL WETAN|15979
||||||003|KLATAKAN|8638
